name,AP,P@1,P@5,P@10,R@5,R@10,nDCG@5,nDCG@10
Custom_MonoT5_Reranked_Context,0.5981166666666655,0.5748,0.1253400000000148,0.0626700000000074,0.6267,0.6267,0.6054765641039312,0.6054765641039312
Custom_MonoT5_Reranked_RawOCR,0.5527166666666659,0.5159,0.11980000000001353,0.05990000000000677,0.599,0.599,0.5646118575203608,0.5646118575203608
